,Academic Year,Mobility Duration,Field of Education,Participant Country,Education Level,Participant Gender,Fewer Opportunities,Participant Age,Sending Country,Sending City,Sending Organization,Receiving Country,Receiving City,Receiving Organization
543885,2017,140,Fine arts,Lithuania,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,24,Lithuania,VILNIUS,VILNIAUS DAILES AKADEMIJA,Belgium,BRUXELLES,ACADEMIE ROYALE DES BEAUX-ARTS DE BRUXELLES ECOLE SUPERIEURE DES ARTS
201909,2020,127,Languages,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,France,LYON,UNIVERSITE LUMIERE LYON 2,Italy,TORINO,UNIVERSITA DEGLI STUDI DI TORINO
138883,2019,90,Psychology,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,27,Austria,WIEN,UNIVERSITAT WIEN,Germany,Berlin,Charité - Universitätsmedizin Berlin
92012,2019,142,Therapy and rehabilitation,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Italy,Roma,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,Spain,VALENCIA,UNIVERSITAT DE VALENCIA
462248,2016,270,Information and Communication Technologies (ICTs),France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,19,France,PAU,UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR,United Kingdom,Perth,Perth College UHI
199486,2022,91,"Engineering, manufacturing and construction",Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,23,Germany,Weingarten,-,Austria,Wien,Fraunhofer Austria Research GmbH
141272,2014,151,"Agriculture, forestry, fisheries and veterinary",Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Italy,CATANIA,UNIVERSITA DEGLI STUDI DI CATANIA,Portugal,Evora,UNIVERSIDADE DE EVORA
60448,2017,96,Information and Communication Technologies (ICTs),Belgium,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Yes,21,Belgium,KORTRIJK,HOGESCHOOL WEST-VLAANDEREN HOWEST,United Kingdom,Brighton,ILovedust Ltd
380219,2015,113,Literature and linguistics,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,-,21,Spain,VALENCIA,UNIVERSITAT DE VALENCIA,United Kingdom,NOTTINGHAM,THE UNIVERSITY OF NOTTINGHAM
108850,2016,120,History and archaeology,Greece,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,23,Greece,IOANNINA,PANEPISTIMIO IOANNINON,Germany,Κολωνία,Πανεπιστήμιο Κολωνίας
889770,2024,150,Law,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,23,Italy,NAPOLI,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II.,Spain,TARRAGONA,URV
155628,2017,127,Marketing and advertising,Finland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,25,Finland,ABO,ABO AKADEMI,Austria,KLAGENFURT,UNIVERSITAET KLAGENFURT
141022,2018,90,Medicine,Greece,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,23,Greece,THESSALONIKI,ARISTOTELIO PANEPISTIMIO THESSALONIKIS,Germany,Duisburg and Essen,UNIVERSITAET DUISBURG-ESSEN
499518,2024,7,Philosophy and ethics,Italy,ISCED-8 - Third cycle / Doctoral or equivalent level (EQF-8),Male,1,34,Italy,NAPOLI,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II.,Finland,ESPOO,AALTO
459644,2016,62,Biochemistry,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,21,Spain,CERDANYOLA BARCELONA,UNIVERSITAT AUTONOMA DE BARCELONA,Norway,Trondheim,"Norwegian University of Science and Technology, NTNU Department of Teacher Education NO-7491 Trondheim Norway"
351981,2022,90,Business and administration,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,France,Courbevoie,Association Léonard de Vinci,Spain,Madrid,-
191849,2020,115,Business and administration,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,22,France,TALENCE,Groupe KEDGE Business School,Ireland,DUBLIN,DUBLIN CITY UNIVERSITY
58082,2015,164,Psychology,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Germany,BERLIN,HUMBOLDT-UNIVERSITAET ZU BERLIN,Norway,Bergen,UNIVERSITETET I BERGEN
578838,2017,135,Economics,Portugal,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,Portugal,LISBOA,UNIVERSIDADE NOVA DE LISBOA,Poland,0,SZKOLA GLOWNA HANDLOWA W WARSZAWIE
526649,2019,133,Engineering and engineering trades,Denmark,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,22,Denmark,KGS LYNGBY,DANMARKS TEKNISKE UNIVERSITET,France,VILLEURBANNE CEDEX,UNIVERSITE LYON 1 CLAUDE BERNARD
940428,2024,131,Political sciences and civics,Spain,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,24,Sweden,MALMOE,Malmö University,Denmark,Kopenhagen,-
2632,2019,110,Chemistry,Belgium,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Male,No,21,Belgium,LIBRAMONT,Haute Ecole Robert Schuman,Luxembourg,Wiltz,Circuit Foil Sàrl
276439,2018,108,History and archaeology,Poland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Yes,25,Poland,WARSZAWA,UNIWERSYTET WARSZAWSKI,United Kingdom,London,Contemporary Lynx Limited
97218,2019,145,Environmental protection technology,Lithuania,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,24,Lithuania,VILNIUS,Vilniaus Gedimino technikos universitetas,Latvia,RIGA,RIGAS TEHNISKA UNIVERSITATE
266582,2015,139,Business and administration,Turkey,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,26,Turkey,Gumushane,Gumushane University,Poland,Bydgoszcz,Wyzsza Szkola Gospodarki w Bydgoszczy
387613,2017,72,Transport services,Bulgaria,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,23,Bulgaria,Varna,Nikola Yonkov Vaptsarov Naval Academy,Greece,Glyfada,Valiant Shipping S.A.
88194,2017,150,Business and administration,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Germany,Augsburg,Hochschule für angewandte Wissenschaften Augsburg,France,Créteil,WMF France
515103,2017,284,Business and administration,Ireland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,Ireland,CARLOW,INSTITUTE OF TECHNOLOGY CARLOW,Germany,HANNOVER,HOCHSCHULE HANNOVER
109020,2019,129,Political sciences and civics,Poland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,25,Poland,Warszawa,UNIWERSYTET WARSZAWSKI,Czechia,Brno Stred,Masarykova univerzita
408864,2023,121,Electronics and automation,Algeria,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,0,32,France,Marseille Cedex 07,AMU,Algeria,Tizi-Ouzou,Electro pesage
479773,2022,194,Mechanics and metal trades,Poland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,0,23,Poland,WROCLAW,PWR,Germany,AACHEN,RWTH AACHEN
130946,2019,128,Management and administration,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,21,Turkey,Yalova,Yalova University,Poland,TORUN,UNIWERSYTET MIKOLAJA KOPERNIKA W TORUNIU
59892,2022,61,Business and administration,France,ISCED-5 - Short cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,0,18,France,PARIS,ENC,Greece,MAGOULA,-
197716,2016,162,Agriculture,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,24,Italy,MILANO,UNIVERSITA DEGLI STUDI DI MILANO,Spain,MADRID,UNIVERSIDAD POLITECNICA DE MADRID
458124,2018,133,Languages,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,26,Germany,Hamburg,UNIVERSITAET HAMBURG,Spain,Sevilla,UNIVERSIDAD PABLO DE OLAVIDE
507968,2019,113,Business and administration,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,23,Germany,München,TECHNISCHE UNIVERSITAET MUENCHEN,Portugal,Lisboa,UNIVERSIDADE NOVA DE LISBOA
838702,2023,146,Architecture and town planning,Sweden,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,29,Sweden,STOCKHOLM,Stockholm University,Netherlands,Utrecht,UU
294363,2017,115,"Fashion, interior and industrial design",Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Turkey,Istanbul,Gedik University,Portugal,COVILHA,UNIVERSIDADE DA BEIRA INTERIOR
265199,2020,90,Management and administration,Ukraine,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,19,Poland,LODZ,SPOLECZNA AKADEMIA NAUK,Czechia,Prague,Manikraft s.r.o
149118,2021,120,Engineering and engineering trades,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,21,France,Saint Barthélemy d'Anjou,ESAIP,Bulgaria,VELIKO TURNOVO,VTU
464804,2023,7,Audio-visual techniques and media production,Ireland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Ireland,DUBLIN,IADT,Belgium,BRUSSEL,LUCA
155782,2021,67,Engineering and engineering trades,France,ISCED-5 - Short cycle within the first cycle / Short-cycle tertiary education (EQF-5),Male,0,20,France,Valenciennes,Université Polytechnique Hauts-de-France,Portugal,Leiria,Instituto Politécnico de Leiria
407395,2022,239,Business and administration,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Spain,ALMERÍA,UNIVERSIDAD DE ALMERIA,Poland,Bialystok,BUT
231252,2023,179,Architecture and construction,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,0,26,Germany,Münster,FH MÜNSTER,Italy,Greve in Chianti,-
505266,2023,145,Management and administration,Poland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,Poland,WARSZAWA,AKADEMIA LEONA KOZMINSKIEGO,Netherlands,AMSTERDAM,HVA
572388,2021,90,"Travel, tourism and leisure",Spain,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,No,19,Spain,Santurce,Escuelas Internacionales EIDE,Germany,Berlin,Meliá Berlin
95792,2020,136,Business and administration,Moldova (Republic of),ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,22,Romania,ORADEA,UNIVERSITATEA DIN ORADEA,Croatia,RIJEKA,Sveučilište u Rijeci
655102,2024,120,Social and behavioural sciences,Ukraine,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,20,Ukraine,KYIV,TSNUK,Sweden,LUND,Lunds universitet
515338,2015,328,Engineering and engineering trades,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Turkey,ISTANBUL,ISTANBUL TEKNIK UNIVERSITESI,Germany,Düsseldorf,Fachhochschule Düsseldorf
205766,2021,150,Languages,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,Italy,naples,UNO,Spain,BADAJOZ,UEX
662418,2018,147,Languages,United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,United Kingdom,DURHAM,UNIVERSITY OF DURHAM,Italy,CATANIA,UNIVERSITA DEGLI STUDI DI CATANIA
19128,2019,137,"Business, administration and law",Austria,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,???,33,Austria,KLAGENFURT,UNIVERSITAET KLAGENFURT,Spain,HUELVA,Universidad de Huelva
234331,2021,67,Business and administration,Norway,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,26,Norway,Bergen,The Norwegian School of Economics,Germany,Hanau,-
654188,2022,240,History and archaeology,United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,United Kingdom,Edinburgh,THE UNIVERSITY OF EDINBURGH,Germany,BERLIN,Freie Universitaet Berlin
487080,2017,61,Secretarial and office work,France,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,No,19,France,TOULOUSE,ISSEC PIGIER  (ADMINISTRATION AND ACOUNTING TECHNICAL SCHOOL)Institut Spécialisé de Secrétariat et d'Etudes Comptables,Spain,BARCELONA,EXPOMARINE&BOATS;SL
293322,2023,147,Medicine,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Spain,OVIEDO,UNIOVI,Italy,PAVIA,UNIPV
770547,2024,169,Engineering and engineering trades,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,0,30,Germany,MAGDEBURG,OVGU,Austria,Graz,-
511601,2023,61,Manufacturing and processing,Poland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,24,Poland,LODZ,TUL,Italy,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA
432487,2023,141,Business and administration,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,0,23,France,ANGERS,ESSCA,Italy,Milano,UCSC
377032,2017,148,"Travel, tourism and leisure",Austria,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,19,Austria,Krems,IMC FACHHOCHSCHULE KREMS GMBH,Spain,CERDANYOLA BARCELONA,UNIVERSITAT AUTONOMA DE BARCELONA
93351,2014,92,Nursing and midwifery,Finland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Finland,Tampere,TAMPEREEN AMMATTIKORKEAKOULU OY,Greece,IRAKLEIO,TECHNOLOGICAL EDUCATIONAL INSTITUTE OF CRETE
278168,2023,224,Psychology,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,Spain,Santander,Universidad Europea del Atlántico,Türkiye,Istanbul,FSMVU
365765,2018,149,Literature and linguistics,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Turkey,CANKAYA ANKARA,HACETTEPE UNIVERSITESI,Hungary,DEBRECEN,DEBRECENI EGYETEM
40879,2015,128,Medical diagnostic and treatment technology,Belgium,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Yes,21,Belgium,Brussel,ODISEE,Sweden,UPPSALA,Uppsala universitet
208631,2023,62,Business and administration,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,1,22,Germany,München,TECHNISCHE UNIVERSITAET MUENCHEN,Spain,Barcelona,AMANN Group
588111,2022,0,Law,Türkiye,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,0,26,Türkiye,ISTANBUL,ISTANBUL UNIVERSITY IU,Austria,WIEN,UNIVERSITAT WIEN
534247,2018,180,Business and administration,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,21,France,TALENCE,Groupe KEDGE Business School,Netherlands,AMSTERDAM,FOODLOGICA
374624,2018,140,Mechanics and metal trades,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,23,Turkey,IZMIR,EGE UNIVERSITY,Poland,KRAKOW,POLITECHNIKA KRAKOWSKA
116911,2018,98,Business and administration,Russian Federation,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,23,Estonia,TALLINN,SIHTASUTUS ESTONIAN BUSINESS SCHOOL,Czech Republic,PRAHA 3,VYSOKA SKOLA EKONOMICKA V PRAZE
411766,2016,296,Languages,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Spain,SANTIAGO DE COMPOSTELA,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,Norway,TRONDHEIM,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU
950301,2024,131,Teacher training with subject specialization,Türkiye,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,22,Türkiye,SINOP,SINOP UNIVERSITY,Poland,SIEDLCE,-
21158,2019,43,Information and Communication Technologies (ICTs),Belgium,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,Belgium,KORTRIJK,HOGESCHOOL WEST-VLAANDEREN HOWEST,Sweden,Stockholm,Milford Film & Animation AB
491334,2018,120,Management and administration,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,23,Spain,VALENCIA,UNIVERSITAT DE VALENCIA,Belgium,Wavre,OSG Europe Logistics SA
556448,2017,128,Law,Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,21,Netherlands,ENSCHEDE,STICHTING SAXION,Denmark,Copenhagen,Rithos
39974,2014,261,Law,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,-,21,Germany,Bonn,RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITAT BONN,United Kingdom,Oxford,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD"
128754,2021,330,Biological and related sciences,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Germany,Darmstadt,TECHNISCHE UNIVERSITAT DARMSTADT,Spain,Barcelona,UNIVERSITAT DE BARCELONA
500751,2017,121,Psychology,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,France,PARIS,ECOLE DE PSYCHOLOGUES PRATICIENS,Belgium,BRUXELLES,Service Volontaire International
9726,2021,150,Languages,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,Germany,ESSEN,UNIVERSITAET DUISBURG-ESSEN,Spain,Vigo,UVIGO
26040,2019,67,Economics,Czechia,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,28,Czechia,OSTRAVA PORUBA,VYSOKA SKOLA BANSKA - TECHNICKA UNIVERZITA OSTRAVA,Belgium,Bruxelles,Permanent Representation of the Czech Republic
318875,2018,148,Chemistry,Slovakia,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,26,Slovakia,BRATISLAVA,SLOVENSKA TECHNICKA UNIVERZITA V BRATISLAVE,Austria,INNSBRUCK,UNIVERSITAET INNSBRUCK
512505,2021,63,Music and performing arts,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,23,Germany,HAMBURG,HOCHSCHULE FUER MUSIK UND THEATER HAMBURG,Belgium,Brüssel,La Monnaie  De Munt
545369,2023,267,History and archaeology,Romania,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,Romania,BUCURESTI,UNIVERSITAT DE BARCELONA,Austria,KLAGENFURT,UNI-KLU
651702,2023,111,Business and administration,Austria,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,26,Austria,Vienna,WU,France,Cergy-Pontoise Cedex,-
514432,2016,126,Journalism and information,Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,19,Netherlands,GRONINGEN,HANZEHOGESCHOOL GRONINGEN STICHTING,Turkey,Istanbul,YEDITEPE UNIVERSITY VAKIF
428678,2023,129,Political sciences and civics,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,29,Italy,CATANIA,UNIVERSITA DEGLI STUDI DI CATANIA,France,CRETEIL,UPEC
686902,2023,122,Economics,Serbia,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,1,25,Germany,DUSSELDORF,UDUS,France,PARIS,-
682414,2019,135,Economics,Portugal,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,Portugal,COIMBRA,UNIVERSIDADE DE COIMBRA,Spain,MADRID,UNIVERSIDAD AUTONOMA DE MADRID
233320,2017,151,Music and performing arts,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,28,Italy,UDINE,"CONSERVATORIO STATALE DI MUSICA ""JACOPO TOMADINI""",Germany,Frankfurt am Main,Hochschule für Musik und Darstellende Kunst Frankfurt am Main
413491,2017,274,Biochemistry,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,24,Germany,Jena,FRIEDRICH-SCHILLER-UNIVERSITAT JENA,Sweden,Lund,Lunds universitet
419293,2024,172,Political sciences and civics,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,19,France,ST MARTIN D'HERES,IEP DE GRENOBLE,Germany,Potsdam,F.-W.-von-Steuben-Gesamtschule Potsdam
340973,2024,131,Social and behavioural sciences,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,Spain,MOSTOLES,URJC,Poland,LUBLIN,Uni-Lublin
574646,2016,276,Political sciences and civics,United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,19,United Kingdom,CARDIFF,CARDIFF UNIVERSITY,France,PESSAC CEDEX,INSTITUT D'ETUDES POLITIQUES DE BORDEAUX
372615,2022,121,Political sciences and civics,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Germany,Konstanz,UKON,Denmark,København,UCPH
404677,2017,120,Business and administration,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,21,Germany,Göttingen,GEORG-AUGUST-UNIVERSITAT GOTTINGENSTIFTUNG OFFENTLICHEN RECHTS,Sweden,Eskilstuna and Västerås (twin campus),MAELARDALENS HOEGSKOLA
105135,2014,61,Biochemistry,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,21,France,TOULOUSE,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE TOULOUSE INSAT,United Kingdom,LONDON,KING'S COLLEGE LONDON
293270,2023,132,Information and Communication Technologies (ICTs),Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,Spain,OVIEDO,UNIOVI,Italy,I  BOLOGNA01,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA
492458,2018,135,Electronics and automation,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Yes,20,Spain,OVIEDO,UNIVERSIDAD DE OVIEDO,Italy,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA
